Time (sec),Accel. Position (%),Boost (PSI),Fuel Economy (MPG),Gear Position (Gear),RPM (RPM),Vehicle Speed (mph)
3.781,0,-10.02,1.9,0,788,1
3.793,0,-10.03,1.9,0,781,1
3.827,0,-10.03,1.9,0,776,1
3.83,0,-10.02,1.9,0,776,1
3.852,0,-10.02,1.9,0,761,1
3.864,0,-10.02,1.9,0,761,1
3.891,0,-9.97,1.9,0,749,1
3.903,0,-9.97,1.9,0,749,1
3.915,0,-9.9,1.9,0,739,1
3.939,0,-9.9,1.9,0,735,1
3.964,0,-9.73,1.9,0,735,1
3.966,0,-9.73,1.9,0,723,1
3.98,0,-9.73,1.7,0,723,1
3.992,0,-9.47,1.7,0,717,1
4.019,0,-9.47,1.7,0,715,1
4.04,0,-8.88,1.7,0,711,1
4.051,0,-8.88,1.7,0,711,1
4.063,0,-8.88,1.4,0,710,1
4.085,0,-8.59,2.9,0,709,1
4.122,0,-8.59,2.9,0,709,1
4.134,0,-8.57,2.9,0,713,1
4.146,0,-8.57,2.9,0,713,1
4.167,0,-8.36,2.9,0,718,1
4.182,0,-8.36,2.9,0,723,1
4.199,0,-8.22,2.6,0,723,1
4.223,0,-8.22,2.6,0,732,1
4.234,0,-8.22,2.6,0,737,1
4.26,0,-8.13,2.6,0,745,1
4.272,0,-8.13,2.6,0,749,1
4.294,0,-8.08,2.6,0,761,1
4.306,0,-8.08,2.6,0,767,1
4.324,0,-8.08,2.6,0,767,1
4.336,0,-8.08,2.6,0,781,1
4.355,0,-8.08,2.6,0,781,1
4.367,0,-8.16,2.6,0,792,1
4.393,0,-8.16,2.6,0,797,1
4.397,0,-8.33,2.9,0,797,1
4.409,0,-8.33,2.9,0,809,1
4.431,0,-8.54,2.9,0,814,1
4.443,0,-8.54,2.9,0,817,1
4.474,0,-8.54,2.9,0,817,1
4.486,0,-8.78,2.9,0,822,1
4.497,0,-8.78,2.9,0,825,1
4.515,0,-8.99,2.9,0,827,1
4.527,0,-8.99,3.1,0,826,1
4.542,0,-9.16,3.1,0,822,1
4.564,0,-9.16,3.1,0,821,1
4.586,0,-9.32,3.1,0,820,1
4.603,0,-9.32,4.8,0,819,2
4.615,0,-9.47,4.8,0,816,2
4.629,0,-9.47,4.8,0,816,2
4.641,0,-9.47,4.8,0,815,2
4.653,0,-9.56,5,0,813,2
4.664,0,-9.56,5,0,811,2
4.689,0,-9.62,5,0,811,2
4.706,0,-9.62,5,0,805,2
4.719,0,-9.62,5.2,0,801,2
4.745,0,-9.67,5.2,0,801,2
4.749,0,-9.67,5.2,0,791,2
4.761,0,-9.72,5.2,0,786,2
4.79,0,-9.72,5.2,0,786,2
4.807,0,-9.73,5.2,0,783,2
4.815,0,-9.73,5.2,0,778,2
4.831,0,-9.73,5.2,0,774,2
4.853,0,-9.72,5.5,1,766,2
4.865,0,-9.72,5.5,1,762,2
4.877,0,-9.69,5.5,1,762,2
4.899,0,-9.69,5.5,1,757,2
4.919,0,-9.69,5.5,1,753,2
4.931,0,-9.66,5.5,1,745,2
4.943,0,-9.66,5.2,1,742,2
4.954,0,-9.66,5.2,1,742,2
4.966,0,-9.55,5.2,1,737,2
4.997,0,-9.55,5,1,734,2
5.005,0,-9.55,5,1,734,2
5.029,0,-9.32,5,1,725,2
5.041,0,-9.32,4.8,1,725,2
5.053,0,-9.05,4.8,1,722,2
5.065,0,-9.05,4.8,1,721,2
5.087,0,-8.79,6.2,1,721,2
5.1,0,-8.79,6,1,721,2
5.112,0,-8.79,6,1,722,2
5.124,0,-8.56,6,1,722,2
5.146,0,-8.56,6,1,726,2
5.169,0,-8.56,5.7,1,726,2
5.181,0,-8.39,5.7,1,728,2
5.201,0,-8.39,5.7,1,731,2
5.206,0,-8.27,5.7,1,731,2
5.218,0,-8.27,5.7,1,738,2
5.243,0,-8.27,5.7,1,741,2
5.264,0,-8.2,5.5,1,748,2
5.276,0,-8.2,5.5,1,754,2
5.299,0,-8.14,5.5,1,754,2
5.3,0,-8.14,5.5,1,765,2
5.313,0,-8.14,5.5,1,769,2
5.328,0,-8.1,5.5,1,774,2
5.347,0,-8.1,5.5,1,778,2
5.359,0,-8.18,5.5,1,778,2
5.39,0,-8.18,5.5,1,788,2
5.408,0,-8.34,5.7,1,793,2
5.415,0,-8.34,5.7,1,800,2
5.427,0,-8.34,5.7,1,804,2
5.454,0,-8.47,5.7,1,809,2
5.466,0,-8.47,5.7,1,810,2
5.489,0,-8.61,5.7,1,810,2
5.51,0,-8.61,6,1,808,2
5.522,0,-8.77,6,1,808,2
5.534,0,-8.77,6,1,804,2
5.546,0,-8.77,6,1,804,2
5.579,0,-8.9,7.6,1,798,3
5.591,0,-8.98,7.9,1,795,3
5.619,0,-8.98,7.9,1,793,3
5.643,0,-9.07,7.9,1,793,3
5.647,0,-9.07,7.9,1,784,3
5.659,0,-9.14,7.9,1,784,3
5.69,0,-9.14,8.1,1,779,3
5.702,0,-9.14,8.1,1,775,3
5.729,0,-9.19,8.1,1,769,3
5.741,0,-9.19,8.1,1,766,3
5.753,0,-9.2,8.1,1,759,3
5.775,0,-9.2,8.3,1,755,3
5.797,0,-9.19,8.1,1,755,3
5.809,0,-9.19,8.3,1,743,3
5.821,0,-9.14,8.1,1,743,3
5.853,0,-9.14,8.1,1,729,3
5.87,0,-9.01,8.1,1,729,3
5.892,0,-9.01,7.9,1,720,3
5.904,0,-9.01,7.9,1,720,3
5.926,0,-8.82,7.6,1,716,3
5.955,0,-8.82,7.6,1,713,3
5.956,0,-8.61,7.6,1,711,3
5.971,0,-8.61,7.4,1,713,3
5.984,0,-8.61,7.4,1,713,3
6.008,0,-8.42,7.1,1,722,3
6.033,0,-8.42,7.1,1,727,3
6.037,0,-8.24,8.3,1,739,4
6.05,0,-8.24,8.3,1,747,4
6.083,0,-8.24,8.3,1,747,4
6.095,0,-8.08,8.1,1,770,4
6.107,0,-8.08,8.1,1,770,4
6.134,0,-8.01,8.1,1,782,4
6.139,0,-8.01,8.3,1,787,4
6.163,0,-8.05,8.3,1,796,4
6.174,0,-8.05,8.3,1,799,4
6.186,0,-8.22,8.3,1,799,4
6.209,0,-8.22,8.6,1,803,4
6.236,0,-8.22,8.6,1,803,4
6.24,0,-8.39,8.6,1,796,4
6.256,0,-8.52,8.8,1,791,4
6.286,0,-8.52,8.8,1,782,4
6.305,0,-8.65,9,1,778,4
6.317,0,-8.65,9,1,775,4
6.329,0,-8.65,9,1,773,4
6.341,0,-8.76,9.3,1,771,4
6.364,0,-8.76,9.3,1,774,4
6.376,0.4,-8.82,9.3,1,774,4
6.388,0.8,-8.82,9.3,1,786,4
6.407,0.8,-8.82,9.3,1,786,4
6.423,0.8,-8.85,9,1,797,4
6.453,0.8,-8.85,9,1,802,4
6.465,0.4,-8.86,8.8,1,813,4
6.477,0,-8.86,8.8,1,818,4
6.501,0,-8.84,8.8,1,830,4
6.513,0,-8.84,8.8,1,837,4
6.535,0,-8.86,8.8,1,837,4
6.555,0,-8.86,8.6,1,850,4
6.566,0,-8.93,10.2,1,850,4
6.579,0,-8.93,10,1,863,4
6.599,0,-9,10,1,863,4
6.62,0,-9,10,1,874,4
6.636,0,-9.07,10,1,876,4
6.659,0,-9.07,10,1,877,4
6.681,0,-9.12,10.2,1,876,4
6.699,0,-9.16,10.2,1,874,4
6.713,0,-9.16,10.2,1,868,4
6.725,0,-9.16,10.5,1,864,4
6.739,0,-9.22,10.5,1,858,4
6.751,0,-9.22,10.5,1,854,4
6.763,0,-9.25,10.5,1,854,4
6.791,0,-9.25,10.5,1,848,4
6.803,0,-9.15,10.2,1,848,4
6.819,0,-9.15,10,1,847,4
6.832,0,-9.15,10,1,847,4
6.854,0,-8.94,9.5,1,850,4
6.866,0,-8.94,9.3,1,850,4
6.888,0,-8.4,9,1,860,4
6.902,0,-8.4,8.8,1,865,4
6.914,0,-8.38,8.8,1,874,4
6.926,0,-8.38,8.3,1,881,4
6.949,0,-8.13,8.1,1,890,4
6.971,0,-8.13,8.1,1,896,4
6.983,0,-7.89,7.9,1,904,4
6.995,0,-7.89,7.6,1,908,4
7.006,0,-7.69,7.6,1,917,4
7.029,0,-7.69,7.4,1,921,4
7.046,0,-7.55,7.4,1,931,4
7.059,0,-7.55,7.1,1,938,4
7.084,0,-7.41,7.1,1,947,4
7.096,0,-7.41,6.9,1,951,4
7.13,0,-7.29,6.9,1,963,4
7.136,0,-7.29,6.9,1,968,4
7.138,0,-7.22,6.7,1,976,4
7.165,0,-7.22,6.7,1,980,4
7.177,0,-7.2,6.7,1,985,4
7.191,0,-7.21,6.7,1,983,4
7.217,0,-7.21,6.7,1,980,4
7.229,0,-7.26,6.9,1,980,4
7.251,0,-7.26,7.9,1,969,5
7.263,0,-7.31,8.1,1,962,5
7.275,0,-7.31,8.1,1,958,5
7.299,0,-7.39,8.1,1,951,5
7.32,0,-7.39,8.3,1,948,5
7.332,0,-7.49,8.3,1,947,5
7.343,0,-7.49,8.3,1,946,5
7.355,0,-7.59,8.6,1,947,5
7.367,0,-7.59,8.6,1,950,5
7.393,0,-7.71,8.6,1,953,5
7.408,0,-7.71,8.6,1,956,5
7.42,0,-7.84,8.6,1,963,5
7.431,0,-7.84,8.8,1,968,5
7.444,0,-8,8.8,1,968,5
7.466,0,-8,8.8,1,978,5
7.484,0,-8.2,9,1,983,5
7.496,0,-8.2,9,1,986,5
7.509,0,-8.42,9,1,986,5
7.521,0,-8.42,9.3,1,990,5
7.533,0,-8.6,9.3,1,990,5
7.564,0,-8.6,9.5,1,996,5
7.587,0,-8.77,9.5,1,1005,5
7.612,0,-8.92,9.8,1,1009,5
7.624,0,-9.04,9.8,1,1011,5
7.636,0,-9.04,9.8,1,1021,5
7.651,0,-9.15,9.8,1,1027,5
7.663,0,-9.15,10,1,1030,5
7.686,0,-9.26,10,1,1034,5
7.709,0,-9.26,10,1,1034,5
7.725,0,-9.37,10.2,1,1038,5
7.739,0,-9.46,10.2,1,1041,5
7.766,0,-9.46,10.2,1,1042,5
7.778,0,-9.53,10.2,1,1043,5
7.8,0,-9.53,10.5,1,1043,5
7.812,0,-9.58,10.5,1,1040,5
7.824,0.4,-9.62,10.7,1,1036,5
7.836,0.8,-9.62,10.7,1,1027,5
7.859,1.2,-9.67,10.7,1,1027,5
7.871,0.8,-9.67,11,1,1022,5
7.883,0.8,-9.7,11,1,1022,5
7.907,0.8,-9.7,11,1,1016,5
7.931,0.8,-9.7,11,1,1017,5
7.936,0.8,-9.7,11,1,1017,5
7.947,0.8,-9.68,12.1,1,1023,6
7.962,0.8,-9.67,12.1,1,1027,6
7.99,0.8,-9.67,11.9,1,1042,6
8.002,0.8,-9.69,11.9,1,1042,6
8.014,0.8,-9.69,11.9,1,1056,6
8.026,0.8,-9.7,11.9,1,1064,6
8.049,0.8,-9.7,11.7,1,1066,6
8.061,0.8,-9.71,11.7,1,1069,6
8.086,0.8,-9.71,11.7,1,1070,6
8.104,1.2,-9.71,11.7,1,1073,6
8.116,1.2,-9.71,11.7,1,1073,6
8.149,1.2,-9.71,11.7,1,1072,6
8.151,1.2,-9.68,11.7,1,1071,6
8.163,1.2,-9.68,11.7,1,1070,6
8.183,1.2,-9.65,11.7,1,1066,6
8.205,1.2,-9.64,11.7,1,1065,6
8.222,1.2,-9.64,11.7,1,1064,6
8.234,1.6,-9.63,11.7,1,1063,6
8.245,2,-9.63,11.7,1,1064,6
8.257,2.4,-9.57,11.7,1,1065,6
8.271,2.7,-9.57,11.7,1,1064,6
8.304,3.5,-9.49,11.7,1,1062,6
8.327,4.3,-9.45,11.4,1,1066,6
8.339,5.1,-9.4,11.2,1,1069,6
8.363,5.1,-9.4,11,1,1071,6
8.375,5.1,-9.32,10.7,1,1075,6
8.392,5.1,-9.19,10.7,1,1076,6
8.414,5.1,-9.19,10.5,1,1078,6
8.44,4.7,-9.07,10.5,1,1080,6
8.452,4.7,-8.97,10.2,1,1084,6
8.474,4.7,-8.97,10,1,1086,6
8.496,4.7,-8.89,10,1,1090,6
8.512,5.1,-8.83,10,1,1095,6
8.524,5.1,-8.83,9.8,1,1097,6
8.536,5.5,-8.76,9.5,1,1108,6
8.564,5.9,-8.76,9.5,1,1108,6
8.568,5.9,-8.7,9.5,1,1110,6
8.581,6.3,-8.65,9.3,1,1112,6
8.61,6.3,-8.65,9.3,1,1118,6
8.632,5.9,-8.55,8.8,1,1128,6
8.644,5.5,-8.43,8.8,1,1136,6
8.668,5.1,-8.34,8.6,1,1139,6
8.696,5.1,-8.34,8.6,1,1149,6
8.7,4.7,-8.26,8.3,1,1157,6
8.722,4.7,-8.24,8.3,1,1167,6
8.734,4.7,-8.24,8.3,1,1170,6
8.756,5.1,-8.25,8.3,1,1179,6
8.769,5.1,-8.25,8.3,1,1181,6
8.794,5.1,-8.25,8.3,1,1182,6
8.805,5.1,-8.25,8.3,1,1180,6
8.82,5.1,-8.24,8.3,1,1176,6
8.833,5.1,-8.24,8.3,1,1175,6
8.854,5.1,-8.24,8.3,1,1175,6
8.866,5.1,-8.24,8.3,1,1170,6
8.889,5.1,-8.21,8.3,1,1164,6
8.894,5.1,-8.18,8.3,1,1164,6
8.906,5.5,-8.18,8.3,1,1161,6
8.934,5.9,-8.15,8.3,1,1161,6
8.946,5.9,-8.11,8.3,1,1161,6
8.958,5.9,-8.11,8.3,1,1169,6
8.976,5.9,-8.06,8.3,1,1175,6
8.991,5.9,-8,8.1,1,1179,6
9.004,5.9,-8,8.1,1,1192,6
9.028,5.9,-7.95,7.9,1,1201,6
9.053,5.9,-7.91,8.8,1,1208,6
9.065,5.9,-7.91,8.6,1,1228,6
9.076,5.9,-7.88,8.3,1,1244,6
9.089,5.9,-7.87,8.3,1,1244,6
9.121,5.9,-7.86,8.3,1,1266,6
9.137,5.9,-7.86,8.1,1,1270,6
9.155,5.9,-7.85,8.1,1,1279,6
9.172,5.9,-7.85,8.1,1,1281,6
9.184,5.5,-7.83,8.1,1,1286,6
9.207,5.5,-7.83,8.1,1,1285,6
9.222,5.5,-7.83,8.1,1,1282,6
9.234,5.5,-7.81,8.1,1,1282,6
9.263,5.5,-7.81,8.1,1,1281,6
9.28,5.9,-7.78,8.1,1,1279,6
9.292,5.5,-7.76,8.1,1,1279,6
9.304,5.5,-7.75,8.1,1,1279,6
9.327,5.9,-7.75,8.1,1,1278,6
9.339,5.9,-7.73,8.1,1,1281,6
9.357,5.9,-7.72,8.1,1,1281,6
9.369,5.9,-7.72,8.1,1,1288,6
9.39,5.9,-7.72,8.1,1,1295,6
9.402,5.9,-7.68,8.1,1,1298,6
9.414,5.9,-7.68,7.9,1,1309,6
9.426,5.9,-7.67,7.9,1,1325,6
9.449,5.9,-7.66,7.9,1,1325,6
9.461,5.9,-7.66,7.6,1,1339,6
9.473,5.9,-7.64,7.6,1,1349,6
9.505,5.9,-7.62,7.6,1,1360,6
9.527,5.9,-7.66,7.4,1,1376,6
9.539,5.9,-7.66,7.4,1,1384,6
9.55,5.5,-7.67,8.1,1,1384,7
9.573,5.5,-7.67,8.1,1,1390,7
9.585,5.5,-7.67,8.1,1,1392,7
9.611,5.5,-7.68,8.3,1,1395,7
9.623,5.5,-7.73,8.3,1,1394,7
9.635,5.5,-7.77,8.3,1,1394,7
9.657,5.5,-7.81,8.3,1,1393,7
9.681,5.5,-7.81,8.6,1,1391,7
9.685,5.5,-7.87,8.6,1,1391,7
9.697,5.5,-7.9,8.6,1,1393,7
9.724,5.9,-7.9,8.6,1,1393,7
9.736,5.9,-7.91,8.6,1,1396,7
9.758,5.9,-7.91,8.6,1,1400,7
9.76,5.9,-7.91,8.6,1,1403,7
9.772,6.3,-7.9,8.6,1,1413,7
9.794,6.3,-7.9,8.3,1,1420,7
9.816,6.3,-7.88,8.3,1,1433,7
9.829,5.9,-7.86,8.3,1,1445,7
9.841,5.9,-7.86,8.1,1,1450,7
9.853,5.9,-7.85,8.1,1,1461,7
9.875,5.9,-7.86,8.1,1,1478,7
9.897,5.9,-7.85,7.9,1,1478,7
9.909,5.9,-7.86,7.9,1,1490,7
9.927,5.9,-7.86,7.9,1,1498,7
9.939,5.9,-7.91,7.9,1,1508,7
9.961,5.9,-7.95,8.6,1,1508,7
9.972,5.9,-7.98,8.6,1,1512,7
9.984,5.5,-7.98,8.6,1,1516,7
9.996,5.5,-8,8.8,1,1516,7
10.021,5.5,-8.03,8.8,1,1518,7
10.033,5.1,-8.08,8.8,1,1517,7
10.044,5.1,-8.12,9,1,1517,7
10.066,5.1,-8.12,9,1,1516,7
10.079,5.1,-8.17,9,1,1513,7
10.091,5.1,-8.23,9.3,1,1515,7
10.103,5.1,-8.29,9.3,1,1514,7
10.129,5.5,-8.32,9.3,1,1517,7
10.144,5.5,-8.32,9.3,1,1517,7
10.156,5.9,-8.34,9.3,1,1518,7
10.186,6.3,-8.38,9.3,1,1526,7
10.188,6.3,-8.41,9.3,1,1528,7
10.2,6.3,-8.39,9.3,1,1535,7
10.232,5.9,-8.39,9,1,1545,7
10.244,5.9,-8.33,9,1,1553,7
10.256,5.1,-8.33,8.8,1,1566,7
10.279,5.1,-8.32,8.8,1,1571,7
10.306,4.7,-8.32,8.8,1,1586,7
10.31,4.7,-8.36,9,1,1586,7
10.321,4.3,-8.45,9,1,1603,7
10.352,4.3,-8.52,9,1,1605,7
10.364,3.9,-8.55,9,1,1611,7
10.376,3.5,-8.58,9.3,1,1611,7
10.399,3.5,-8.65,9.3,1,1611,7
10.411,3.5,-8.65,9.5,1,1612,7
10.435,3.5,-8.74,9.5,1,1609,7
10.446,3.5,-8.85,10.7,1,1604,8
10.47,3.9,-8.97,11,1,1598,8
10.474,4.3,-9.08,11,1,1598,8
10.499,4.7,-9.13,11.2,1,1591,8
10.511,4.7,-9.14,11.2,1,1589,8
10.523,5.1,-9.14,11.2,1,1587,8
10.556,4.7,-9.15,11.2,1,1591,8
10.579,4.7,-9.16,11.2,1,1595,8
10.6,4.7,-9.15,11.2,1,1604,8
10.611,4.7,-9.15,11,1,1604,8
10.623,4.7,-9.17,11,1,1611,8
10.635,4.7,-9.17,11,1,1628,8
10.647,4.7,-9.16,11,1,1631,8
10.671,4.7,-9.16,11,1,1642,8
10.683,4.7,-9.16,11,1,1650,8
10.712,4.7,-9.17,10.7,1,1659,8
10.724,4.7,-9.21,10.7,1,1664,8
10.736,4.7,-9.25,10.7,1,1669,8
10.747,4.7,-9.24,10.7,1,1670,8
10.771,4.7,-9.21,10.7,1,1674,8
10.791,4.7,-9.22,10.7,1,1675,8
10.795,4.7,-9.22,10.7,1,1673,8
10.807,4.7,-9.24,10.7,1,1672,8
10.822,4.3,-9.26,10.7,1,1667,8
10.847,4.3,-9.24,10.7,1,1666,8
10.866,4.3,-9.23,11,1,1661,8
10.877,4.3,-9.25,11,1,1660,8
10.905,4.3,-9.3,11,1,1655,8
10.91,4.3,-9.3,11.2,1,1647,8
10.922,4.3,-9.35,11.2,1,1638,8
10.953,4.3,-9.35,11.2,1,1636,8
10.965,3.9,-9.31,11.4,1,1630,8
10.976,3.9,-9.35,11.4,1,1624,8
11.001,3.9,-9.35,11.4,1,1623,8
11.013,3.9,-9.45,11.7,1,1621,8
11.036,3.9,-9.45,11.7,1,1623,8
11.049,3.9,-9.47,11.9,1,1626,8
11.066,3.9,-9.47,11.9,1,1632,8
11.08,3.5,-9.5,11.9,1,1638,8
11.107,3.5,-9.54,11.9,1,1641,8
11.109,3.5,-9.54,11.9,1,1651,8
11.132,3.5,-9.64,12.1,1,1659,8
11.144,3.5,-9.67,12.1,1,1672,8
11.156,3.5,-9.67,12.1,1,1681,8
11.179,3.9,-9.73,12.4,1,1690,8
11.201,3.9,-9.73,12.4,1,1696,8
11.219,3.9,-9.88,12.4,1,1703,8
11.231,3.9,-9.88,12.6,1,1705,8
11.253,3.9,-9.87,12.6,1,1706,8
11.265,3.9,-9.92,12.6,1,1702,8
11.289,3.9,-9.92,12.9,1,1700,8
11.312,3.5,-9.97,12.9,1,1693,8
