Time (sec),Accel. Position (%),Boost (PSI),Fuel Economy (MPG),Gear Position (Gear),RPM (RPM),Vehicle Speed (mph)
2.467,5.1,-7.92,10.7,1,1764,9
2.513,5.1,-7.94,10.7,1,1762,9
2.529,5.1,-7.95,10.5,1,1764,9
2.543,5.1,-7.92,10.5,1,1761,9
2.57,5.1,-7.85,10.5,1,1762,9
2.582,5.1,-7.92,10.5,1,1760,9
2.603,5.1,-7.92,10.5,1,1759,9
2.615,5.1,-7.92,10.5,1,1757,9
2.631,5.1,-7.83,10.5,1,1755,9
2.645,5.1,-7.91,10.5,1,1756,9
2.664,5.1,-7.86,10.5,1,1757,9
2.686,5.1,-7.81,10.5,1,1761,9
2.712,5.1,-7.88,10.5,1,1763,9
2.739,5.1,-7.89,10.5,1,1765,9
2.742,5.1,-7.83,10.2,1,1771,9
2.768,5.1,-7.86,10.2,1,1773,9
2.78,5.1,-7.82,10.2,1,1781,9
2.813,4.7,-7.83,10.2,1,1781,9
2.837,4.7,-7.88,10.2,1,1782,9
2.841,5.1,-7.84,10.2,1,1785,9
2.853,5.1,-7.91,10.2,1,1785,9
2.88,5.1,-7.91,10.2,1,1788,9
2.893,5.1,-7.86,10.2,1,1788,9
2.916,5.1,-7.83,10.2,1,1791,9
2.92,5.1,-7.92,10.2,1,1790,9
2.935,4.7,-7.89,10.2,1,1790,9
2.947,4.7,-7.85,10.2,1,1786,9
2.973,4.7,-7.92,10.2,1,1788,9
2.993,4.7,-7.89,10.2,1,1786,9
3.005,4.7,-7.86,10.2,1,1787,9
3.017,4.7,-7.93,10.2,1,1785,9
3.04,4.7,-7.93,10.2,1,1786,9
3.058,5.1,-7.88,10.2,1,1786,9
3.07,5.1,-7.96,10.2,1,1786,9
3.097,5.1,-7.94,10.2,1,1785,9
3.101,4.7,-7.84,10.2,1,1786,9
3.113,5.1,-7.93,10.2,1,1789,9
3.136,5.1,-7.95,10.2,1,1793,9
3.158,5.1,-7.86,10,1,1795,9
3.17,5.1,-7.94,10.2,1,1799,9
3.198,5.1,-7.96,10,1,1798,9
3.21,5.1,-7.86,10,1,1800,9
3.239,5.1,-7.93,10,1,1798,9
3.243,5.1,-7.95,10,1,1802,9
3.259,5.1,-7.97,10,1,1804,9
3.285,5.1,-7.97,10,1,1806,9
3.304,5.1,-7.86,10,1,1807,9
3.316,5.1,-7.96,10,1,1812,9
3.328,5.1,-8,10,1,1812,9
3.351,5.1,-8,10,1,1812,9
3.368,5.1,-7.97,10,1,1814,9
3.38,5.1,-7.98,10,1,1814,9
3.402,5.1,-7.98,10,1,1812,9
3.415,5.1,-7.9,10,1,1812,9
3.433,5.1,-7.96,10,1,1812,9
3.445,5.1,-7.96,10,1,1814,9
3.457,5.1,-7.92,10,1,1812,9
3.479,5.1,-8,10,1,1813,9
3.493,5.1,-7.97,10.7,1,1812,9
3.509,5.1,-7.91,10.7,1,1815,9
3.521,5.1,-7.97,10.7,1,1816,9
3.548,5.1,-7.94,10.7,1,1816,9
3.553,5.1,-7.9,10.7,1,1815,9
3.566,5.1,-7.96,10.7,1,1817,9
3.594,5.1,-7.93,10.7,1,1818,9
3.606,5.1,-7.9,10.7,1,1819,9
3.629,5.1,-7.93,10.7,1,1819,9
3.641,5.1,-7.9,10.7,1,1823,9
3.663,5.1,-7.9,10.7,1,1822,9
3.683,5.1,-7.9,10.7,1,1826,9
3.695,5.1,-7.9,10.7,1,1824,9
3.707,5.1,-7.95,10.7,1,1828,9
3.73,5.1,-7.95,10.7,1,1829,9
3.741,5.1,-7.93,10.7,1,1832,9
3.754,5.1,-7.93,10.7,1,1833,9
3.776,5.1,-7.9,10.7,1,1836,9
3.799,5.1,-7.93,10.7,1,1838,9
3.817,5.1,-7.88,10.7,1,1838,9
3.829,5.1,-7.88,10.7,1,1835,9
3.841,5.1,-7.94,10.7,1,1836,9
3.864,5.1,-7.9,10.7,1,1836,9
3.875,5.1,-7.95,10.7,1,1835,9
3.898,5.1,-7.97,10.7,1,1835,9
3.909,5.1,-7.88,10.7,1,1836,9
3.931,5.1,-7.93,10.7,1,1832,9
3.955,5.1,-7.91,10.7,1,1829,9
3.959,5.1,-7.88,10.7,1,1829,9
3.971,5.1,-7.95,10.7,1,1830,9
3.986,5.1,-7.9,10.7,1,1835,9
4.008,5.1,-7.86,10.7,1,1835,9
4.02,5.1,-7.91,10.7,1,1838,9
4.042,5.1,-7.88,10.7,1,1839,9
4.049,5.1,-7.94,10.7,1,1843,9
4.067,5.1,-7.95,10.7,1,1844,9
4.089,5.1,-7.89,10.7,1,1845,9
4.104,5.1,-7.94,10.7,1,1848,9
4.126,5.1,-7.89,10.7,1,1853,9
4.138,5.1,-7.88,10.7,1,1852,9
4.161,5.1,-7.95,10.7,1,1854,9
4.183,5.1,-7.92,10.7,1,1856,9
4.201,5.1,-7.97,10.7,1,1855,9
4.208,5.1,-7.96,10.7,1,1852,9
4.223,5.1,-7.88,10.7,1,1854,9
4.256,5.1,-7.92,10.7,1,1854,9
4.279,5.1,-7.96,10.7,1,1854,9
4.3,5.1,-7.99,10.7,1,1856,9
4.311,5.1,-7.91,10.7,1,1854,9
4.337,5.1,-7.93,10.7,1,1854,9
4.341,5.1,-7.93,10.7,1,1852,9
4.357,5.1,-7.97,10.7,1,1856,9
4.384,5.1,-7.94,10.7,1,1854,9
4.396,5.1,-7.99,10.7,1,1858,9
4.408,5.1,-8,10.7,1,1859,9
4.43,5.1,-7.92,10.7,1,1861,9
4.445,5.1,-7.97,10.7,1,1861,9
4.473,5.1,-7.94,10.7,1,1866,9
4.486,5.1,-8,10.7,1,1876,9
4.505,5.1,-8.04,10.7,1,1880,9
4.517,5.1,-7.98,10.7,1,1891,9
4.528,5.1,-8.03,10.7,1,1892,9
4.55,4.7,-8.02,10.7,1,1899,9
4.577,4.7,-8.1,10.7,1,1898,9
4.581,4.7,-8.14,10.7,1,1899,9
4.593,4.7,-8.16,11,1,1896,9
4.615,4.7,-8.15,11,1,1898,9
4.628,4.7,-8.2,11,1,1892,9
4.65,4.7,-8.2,11,1,1891,9
4.673,4.3,-8.17,11.2,1,1886,9
4.685,3.9,-8.23,11.2,1,1884,9
4.696,3.9,-8.23,11.4,1,1880,9
4.719,3.9,-8.28,11.4,1,1877,9
4.731,3.9,-8.28,11.4,1,1878,9
4.747,3.9,-8.37,11.7,1,1878,9
4.769,3.5,-8.43,11.7,1,1877,9
4.782,3.5,-8.39,11.9,1,1875,9
4.799,2.7,-8.49,11.9,1,1880,9
4.81,2.4,-8.51,12.1,1,1882,9
4.833,2,-8.56,12.1,1,1887,9
4.847,2,-8.58,12.4,1,1889,9
4.869,1.6,-8.73,12.4,1,1900,9
4.88,1.2,-8.77,12.6,1,1903,9
4.904,1.2,-8.86,12.9,1,1906,9
4.916,0.8,-8.91,12.9,1,1907,9
4.928,0,-8.94,13.1,1,1913,9
4.95,0,-9.04,13.3,1,1911,9
4.962,0,-9.11,13.6,1,1911,9
4.982,0,-9.23,13.8,1,1911,9
5.005,0,-9.31,14.3,1,1904,9
5.016,0,-9.42,14.5,1,1903,9
5.043,0,-9.52,14.8,1,1899,9
5.066,0,-9.52,14.8,1,1901,9
5.078,0,-9.64,15,1,1902,9
5.09,0,-9.84,15.2,1,1902,9
5.101,0,-9.93,15.5,1,1903,9
5.124,0,-10.06,15.7,1,1904,9
5.148,0,-10.17,16,1,1905,9
5.17,0,-10.44,16.7,1,1906,9
5.182,0,-10.52,16.9,1,1908,9
5.197,0,-10.66,17.4,1,1906,9
5.209,0,-10.75,17.6,1,1905,9
5.231,0,-10.84,17.9,1,1902,9
5.254,0,-10.9,18.1,1,1901,9
5.265,0,-10.95,18.6,1,1896,9
5.277,0,-11.02,18.6,1,1892,9
5.299,0,-11.05,19,1,1891,9
5.311,0,-11.14,19.3,1,1888,9
5.323,0,-11.18,19.5,1,1887,9
5.346,0,-11.24,19.8,1,1887,9
5.357,0,-11.26,20,1,1883,9
5.369,0,-11.28,20.2,1,1882,9
5.394,0,-11.36,20.5,1,1879,9
5.406,0,-11.37,20.7,1,1878,9
5.417,0,-11.42,21,1,1874,9
5.429,0,-11.42,21,1,1871,9
5.442,0,-11.41,21.2,1,1864,9
5.467,0,-11.41,21.2,1,1864,9
5.491,0,-11.48,21.4,1,1859,9
5.503,0,-11.51,21.4,1,1854,9
5.515,0,-11.52,21.7,1,1847,9
5.537,0,-11.49,21.7,1,1845,9
5.553,0,-11.56,21.9,1,1839,9
5.568,0,-11.57,21.9,1,1834,9
5.58,0,-11.57,21.9,1,1827,9
5.593,0,-11.55,22.1,1,1823,9
5.605,0,-11.59,22.4,1,1818,9
5.628,0,-11.58,22.4,1,1814,9
5.643,0,-11.58,22.4,1,1804,9
5.661,0,-11.62,22.6,1,1801,9
5.673,0,-11.59,22.6,1,1799,9
5.693,0,-11.59,22.6,1,1792,9
5.705,0,-11.65,22.6,1,1780,9
5.727,0,-11.63,22.9,1,1775,9
5.749,0,-11.6,22.9,1,1764,9
5.777,0,-11.63,22.9,1,1753,9
5.789,0,-11.6,22.9,1,1752,9
5.801,0,-11.63,22.9,1,1746,9
5.824,0,-11.63,23.1,1,1738,9
5.836,0,-11.63,23.1,1,1731,9
5.861,0,-11.63,23.1,1,1721,9
5.879,0,-11.63,23.1,1,1704,9
5.891,0,-11.66,23.3,1,1689,9
5.903,0,-11.66,23.3,1,1685,9
5.915,0,-11.64,23.3,1,1679,9
5.937,0,-11.59,23.6,1,1667,9
5.953,0,-11.58,23.8,1,1644,9
5.969,0,-11.59,23.8,1,1641,9
5.981,0,-11.6,23.8,1,1632,9
5.993,0,-11.6,23.8,1,1621,9
6.005,0,-11.58,24.1,1,1610,9
6.028,0,-11.55,24.3,1,1585,9
6.039,0,-11.54,24.3,1,1577,9
6.051,0,-11.54,24.1,1,1575,9
6.073,0,-11.53,24.1,1,1568,9
6.085,0,-11.51,24.3,1,1555,9
6.102,0,-11.51,24.5,1,1533,9
6.121,0,-11.51,24.3,1,1528,9
6.147,0,-11.49,24.3,1,1517,9
6.168,0,-11.46,24.3,1,1504,9
6.18,0,-11.45,24.5,1,1494,9
6.202,0,-11.45,24.5,1,1479,9
6.204,0,-11.45,24.5,1,1477,9
6.228,0,-11.44,24.5,1,1468,9
6.243,0,-11.41,24.5,1,1454,9
6.255,0,-11.41,24.5,0,1445,9
6.277,0,-11.38,24.8,2,1426,9
6.288,0,-11.36,25,2,1405,9
6.313,0,-11.34,25,2,1405,9
6.34,0,-11.32,25,2,1392,9
6.345,0,-11.32,25.2,2,1371,9
6.36,0,-11.3,25.2,2,1357,9
6.39,0,-11.26,25.2,2,1348,9
6.402,0,-11.22,25.5,2,1322,9
6.423,0,-11.2,25.5,2,1322,9
6.435,0,-11.17,26,2,1284,9
6.469,0,-11.11,26,2,1282,9
6.481,0,-11.08,26,2,1261,9
6.506,0,-11.08,26,2,1246,9
6.518,0,-11.04,26.2,2,1235,9
6.53,0,-10.98,26.2,2,1224,9
6.553,0,-10.98,26.7,2,1201,9
6.58,0,-10.93,27.1,2,1169,9
6.584,0,-10.93,27.4,2,1157,9
6.606,0,-10.89,28.1,2,1123,9
6.618,0,-10.81,27.6,2,1108,9
6.641,0,-10.71,27.6,2,1105,9
6.653,0,-10.71,27.4,2,1096,9
6.665,0,-10.64,27.1,2,1096,9
6.687,0,-10.64,26.7,2,1101,9
6.699,0,-10.6,26.4,2,1104,9
6.711,0,-10.6,26.4,2,1107,9
6.723,0,-10.54,26,2,1111,9
6.745,0,-10.48,26,2,1112,9
6.771,0,-10.48,26,2,1118,9
6.79,0,-10.46,26.2,2,1123,9
6.803,0,-10.46,26.4,2,1126,9
6.829,0,-10.46,26.4,2,1132,9
6.834,0,-10.44,26.4,2,1137,9
6.845,0,-10.43,26.7,2,1139,9
6.877,0,-10.43,26.9,2,1143,9
6.889,0,-10.44,26.9,2,1153,9
6.9,0,-10.46,26.9,2,1153,9
6.923,0,-10.46,27.1,2,1156,9
6.935,0,-10.47,27.6,2,1159,9
6.96,0,-10.47,27.4,2,1167,9
6.985,0,-10.48,27.4,2,1172,9
6.989,0,-10.51,27.6,2,1177,9
7.001,0,-10.55,26,2,1178,9
7.02,0,-10.55,26.2,2,1184,9
7.046,0,-10.59,26.2,2,1188,9
7.063,0,-10.62,26.2,2,1194,9
7.075,0,-10.62,26.2,2,1196,9
7.097,0,-10.65,26.4,2,1200,9
7.109,0,-10.69,26.4,2,1203,9
7.121,0,-10.69,26.2,2,1205,9
7.143,0,-10.73,26.2,2,1209,9
7.16,0,-10.75,26.2,2,1211,9
7.172,0,-10.75,26,2,1214,9
7.185,0,-10.78,26,2,1214,9
7.209,0,-10.78,26,2,1218,9
7.221,0,-10.82,26,2,1221,9
7.244,0,-10.84,26,2,1221,9
7.264,0,-10.86,25.7,2,1224,9
7.276,0,-10.86,25.7,2,1226,9
7.288,0,-10.88,25.7,2,1229,9
7.3,0,-10.92,25.5,2,1229,9
7.324,0,-10.92,25.7,2,1228,9
7.342,0,-10.94,25.5,2,1230,9
7.348,0,-10.94,25.2,2,1231,9
7.364,0,-10.94,25.2,2,1232,9
7.384,0,-10.95,25,2,1233,9
7.395,0,-10.97,24.8,2,1232,9
7.417,0,-10.97,24.8,2,1231,9
7.443,0,-10.99,24.5,2,1231,9
7.455,0,-10.98,24.5,2,1231,9
7.473,0,-10.98,24.3,2,1230,9
7.487,0,-11,22.4,2,1231,8
7.499,0,-11.02,22.4,2,1228,8
7.511,0,-11.02,22.4,2,1228,8
7.523,0,-11.03,22.1,2,1228,8
7.548,0,-11.03,22.1,2,1229,8
7.563,0,-11.02,21.9,2,1229,8
7.587,0,-11.03,21.7,2,1230,8
7.603,0,-11.05,21.7,2,1226,8
7.619,0,-11.05,21.7,2,1226,8
7.631,0,-11.05,21.7,2,1225,8
7.643,0,-11.05,21.7,2,1225,8
7.655,0,-11.05,21.7,2,1222,8
7.681,0,-11.06,21.7,2,1222,8
7.693,0,-11.06,21.7,2,1221,8
7.705,0,-11.07,21.7,2,1219,8
7.727,0,-11.07,21.7,2,1218,8
7.746,0,-11.07,21.4,2,1217,8
7.758,0,-11.07,21.4,2,1216,8
7.77,0,-11.08,21.4,2,1216,8
7.791,0,-11.08,21.4,0,1214,8
7.805,0,-11.09,19.8,1,1212,7
7.825,0,-11.1,19.8,1,1212,7
7.848,0,-11.09,19.8,1,1211,7
7.86,0,-11.09,19.8,1,1207,7
7.875,0,-11.09,19.8,1,1206,7
7.889,0,-11.1,19.8,1,1205,7
7.913,0,-11.1,19.8,1,1202,7
7.931,0,-11.11,19.8,1,1201,7
7.943,0,-11.1,19.8,1,1201,7
7.961,0,-11.1,19.8,1,1198,7
7.973,0,-11.1,19.8,1,1197,7
7.991,0,-11.1,19.8,1,1196,7
8.003,0,-11.11,19.8,1,1193,7
8.015,0,-11.12,19.8,1,1192,7
8.029,0,-11.12,19.8,1,1190,7
8.051,0,-11.1,18.1,1,1187,7
8.069,0,-11.09,18.1,1,1187,7
8.084,0,-11.1,18.1,1,1186,7
8.115,0,-11.1,18.1,1,1184,7
8.137,0,-11.1,18.1,1,1180,7
8.139,0,-11.08,18.1,1,1180,7
8.153,0,-11.08,18.1,1,1178,7
8.166,0,-11.08,18.1,1,1177,7
8.181,0,-11.08,18.1,1,1175,7
8.204,0,-11.08,18.1,1,1172,7
8.221,0,-11.08,18.1,1,1171,7
8.229,0,-11.09,18.1,1,1171,7
8.243,0,-11.07,17.9,1,1167,7
8.265,0,-11.07,17.9,1,1166,7
8.283,0,-11.07,17.9,1,1166,7
8.295,0,-11.07,17.9,1,1165,7
8.317,0,-11.08,17.9,1,1160,7
8.34,0,-11.07,16.2,1,1159,6
8.351,0,-11.05,16.2,1,1158,6
8.369,0,-11.05,16.2,1,1156,6
8.381,0,-11.03,16.2,1,1156,6
8.403,0,-11.06,16.2,1,1156,6
8.427,0,-11.06,16.2,1,1151,6
8.444,0,-11.05,16.2,1,1150,6
8.456,0,-11.04,16.2,1,1150,6
8.468,0,-11.04,16.2,1,1147,6
8.491,0,-11.03,16.2,1,1146,6
8.503,0,-11.02,16.2,1,1144,6
8.516,0,-11.02,16.2,1,1139,6
8.538,0,-11.03,16.2,1,1139,6
8.55,0,-11.03,16.2,1,1138,6
8.582,0,-11.01,14.5,1,1135,6
8.588,0,-10.99,14.5,1,1136,6
8.604,0,-10.99,14.5,1,1135,6
8.63,0,-11,14.5,1,1132,6
8.643,0,-10.99,14.5,1,1130,6
8.665,0,-10.99,14.5,1,1130,6
8.677,0,-10.96,14.5,1,1127,6
8.699,0,-10.97,14.5,1,1127,6
8.713,0,-10.97,14.5,1,1122,6
8.725,0,-10.98,14.5,1,1118,6
8.747,0,-10.95,14.5,1,1118,6
8.759,0,-10.95,14.5,1,1118,6
8.781,0,-10.95,14.5,1,1117,6
8.803,0,-10.95,14.5,1,1117,6
8.821,0,-10.95,12.9,1,1118,5
8.829,0,-10.93,12.9,1,1114,5
8.845,0,-10.93,12.9,1,1114,5
8.869,0,-10.93,12.9,1,1113,5
8.881,0,-10.92,12.9,1,1113,5
8.904,0,-10.92,12.9,1,1113,5
8.908,0,-10.9,12.9,1,1113,5
8.92,0,-10.9,12.9,1,1112,5
8.946,0,-10.92,12.9,1,1108,5
8.958,0,-10.92,12.9,1,1107,5
8.97,0,-10.91,12.9,1,1108,5
8.997,0,-10.89,12.9,1,1106,5
9.002,0,-10.89,12.9,1,1106,5
9.021,0,-10.89,12.9,1,1105,5
9.043,0,-10.9,11.2,1,1104,4
9.055,0,-10.9,11.4,1,1096,4
9.08,0,-10.88,11.4,1,1084,4
9.092,0,-10.84,11.4,1,1081,4
9.104,0,-10.84,11.7,1,1072,4
9.116,0,-10.84,11.4,1,1072,4
9.142,0,-10.84,11.7,1,1064,4
9.166,0,-10.85,11.7,1,1059,4
9.189,0,-10.85,11.7,1,1059,4
9.208,0,-10.84,11.7,1,1057,4
9.22,0,-10.81,11.7,1,1054,4
9.231,0,-10.81,11.7,1,1052,4
9.248,0,-10.78,11.7,1,1049,4
9.26,0,-10.77,11.7,1,1047,4
9.297,0,-10.77,11.7,1,1039,4
9.303,0,-10.75,11.7,1,1035,4
9.325,0,-10.75,10,1,1035,4
9.337,0,-10.73,10,1,1031,4
9.364,0,-10.72,10,1,1031,4
9.376,0,-10.72,10,1,1030,4
9.398,0,-10.72,10,1,1029,4
9.417,0,-10.72,10,1,1029,4
9.428,0,-10.72,10,1,1027,4
9.44,0,-10.7,10,1,1027,4
9.463,0,-10.7,10,1,1026,4
9.484,0,-10.69,10,1,1027,4
9.514,0,-10.69,9.8,1,1025,4
9.526,0,-10.69,10,1,1025,4
9.544,0,-10.68,10,1,1025,4
9.556,0,-10.68,10,1,1024,4
9.568,0,-10.66,10,1,1024,4
9.591,0,-10.66,10,1,1024,4
9.61,0,-10.66,10,1,1026,4
9.622,0,-10.67,10,1,1026,4
9.645,0,-10.67,10,1,1021,4
9.649,0,-10.66,10,1,1021,4
9.661,1.2,-10.66,10,1,1019,4
9.69,2.7,-10.65,10,1,1018,4
9.712,3.1,-10.65,9.8,1,1018,4
9.735,4.7,-10.63,9.5,1,1019,4
9.748,5.1,-10.58,9.3,1,1018,4
9.777,5.5,-10.46,9,1,1021,4
9.789,5.5,-10.46,8.8,1,1023,4
9.803,5.9,-10.3,8.6,1,1026,4
9.815,5.9,-10.3,8.3,1,1028,4
9.827,6.3,-10.16,8.1,1,1035,4
9.849,6.7,-10.03,8.1,1,1035,4
9.861,6.7,-10.03,7.9,1,1044,4
9.873,6.7,-9.86,7.6,1,1044,4
9.895,6.7,-9.86,7.4,1,1048,4
9.913,6.7,-9.67,7.1,1,1048,4
9.925,6.7,-9.67,7.1,1,1046,4
9.936,6.7,-9.47,6.9,1,1046,4
9.948,6.7,-9.47,6.9,1,1047,4
9.961,6.7,-9.29,6.7,1,1050,4
9.983,6.7,-9.29,6.4,1,1053,4
10.007,6.7,-9.14,6.4,1,1058,4
10.019,6.7,-9.01,6.2,1,1058,4
10.031,6.7,-9.01,6.2,1,1059,4
10.053,6.7,-8.89,6.2,1,1059,4
10.075,6.7,-8.89,6,1,1063,4
10.086,6.7,-8.76,6,1,1063,4
10.103,6.7,-8.76,5.7,1,1074,4
10.117,6.7,-8.63,5.7,1,1082,4
10.129,6.7,-8.63,5.7,1,1082,4
10.141,7.1,-8.47,5.5,1,1088,4
10.169,7.1,-8.47,5.5,1,1088,4
10.181,7.1,-8.35,5.2,1,1099,4
10.206,7.1,-8.28,5.2,1,1104,4
10.218,7.5,-8.15,5.2,1,1115,4
10.23,7.8,-8.15,5,1,1118,4
10.245,8.2,-7.99,5,1,1123,4
10.268,9,-7.99,5,1,1126,4
10.29,9.4,-7.87,4.8,1,1136,4
10.303,9.8,-7.74,4.8,1,1145,4
10.325,10.6,-7.54,4.5,1,1152,4
10.347,11,-6.94,4.5,1,1154,4
10.373,11,-6.94,5,1,1161,4
10.397,11,-6.63,4.8,1,1172,4
10.409,11.4,-6.63,4.8,1,1172,4
10.423,11.4,-6.04,4.5,1,1195,4
10.445,11.8,-6.07,4.3,1,1200,4
10.467,11.4,-6.07,4.3,1,1217,4
10.489,11.8,-5.55,4,1,1239,4
10.503,11.4,-5.54,3.8,1,1261,4
10.525,11.4,-4.95,3.6,1,1276,4
10.549,11.4,-4.96,3.6,1,1284,4
10.571,11.4,-4.77,3.3,1,1327,4
10.592,11,-4.64,3.3,1,1337,4
10.604,11,-4.47,3.3,1,1366,4
10.633,11,-4.47,3.1,1,1395,4
10.655,11,-4.29,3.1,1,1422,4
10.666,11,-4.17,3.1,1,1444,4
10.678,11,-4.12,2.9,1,1475,4
10.69,11,-4.09,2.9,1,1508,4
10.723,11,-4.06,2.9,1,1537,4
10.746,11,-4.04,2.9,1,1571,4
10.768,11,-4.05,3.1,1,1611,5
10.78,11,-4.06,3.1,1,1644,5
