Time (sec),Accel. Position (%),Boost (PSI),Fuel Economy (MPG),Gear Position (Gear),RPM (RPM),Vehicle Speed (mph)
175.343,0,-10.57,155.3,6,747,39
175.355,0,-10.56,155.5,6,747,39
175.381,0,-10.56,155.5,6,746,39
175.393,0,-10.56,155.7,6,746,39
175.416,0,-10.54,155.7,6,746,39
175.428,0,-10.54,155.7,6,746,39
175.439,0,-10.55,155.5,6,746,39
175.451,0,-10.55,155.5,6,743,39
175.473,0,-10.55,155.3,6,743,39
175.497,0,-10.55,155.5,6,741,39
175.519,0,-10.53,154.8,6,741,39
175.547,0,-10.53,154.5,6,742,39
175.559,0,-10.5,154.3,6,742,39
175.571,0,-10.5,154.3,6,741,39
175.594,0,-10.5,154.3,6,742,39
175.609,0,-10.48,154.1,6,742,39
175.621,0,-10.48,153.8,6,742,39
175.633,0,-10.48,153.8,6,742,39
175.658,0,-10.49,153.6,6,742,39
175.67,0,-10.49,153.4,6,743,39
175.693,0,-10.48,153.1,6,743,39
175.705,0,-10.48,153.6,6,741,39
175.729,0,-10.48,153.6,6,741,39
175.741,0,-10.46,153.4,6,741,39
175.753,0,-10.46,153.4,6,742,39
175.778,0,-10.46,152.9,6,744,39
175.79,0,-10.46,153.1,6,745,39
175.814,0,-10.47,153.1,6,745,39
175.835,0,-10.47,153.1,6,745,39
175.847,0,-10.47,153.1,6,745,39
175.859,0,-10.47,152.9,6,746,39
175.883,0,-10.47,152.9,6,746,39
175.904,0,-10.46,150.3,6,747,38
175.916,0,-10.46,150.5,6,747,38
175.928,0,-10.47,150,6,749,38
175.939,0,-10.47,150,6,749,38
175.952,0,-10.47,150.3,6,749,38
175.971,0,-10.49,150,6,750,38
175.997,0,-10.49,150.3,6,750,38
176.009,0,-10.49,150.5,6,751,38
176.026,0,-10.49,150.5,6,751,38
176.038,0,-10.49,150.7,6,751,38
176.05,0,-10.49,150.7,6,751,38
176.074,0,-10.49,150.7,6,752,38
176.091,0,-10.5,151,6,752,38
176.098,0,-10.5,151.2,6,751,38
176.113,0,-10.5,151.4,6,751,38
176.14,0,-10.52,151.9,6,747,38
176.168,0,-10.52,152.2,6,747,38
176.18,0,-10.52,152.2,6,745,38
176.206,0,-10.52,152.6,6,745,38
176.21,0,-10.51,153.6,6,739,38
176.226,0,-10.51,153.8,6,737,38
176.258,0,-10.51,153.8,6,737,38
176.277,0,-10.51,153.6,6,736,38
176.289,0,-10.52,153.4,6,736,38
176.3,0,-10.52,153.6,6,736,38
176.313,0,-10.52,153.6,6,736,38
176.335,0,-10.51,153.1,6,737,38
176.357,0,-10.51,152.9,6,737,38
176.369,0,-10.51,152.9,6,737,38
176.381,0,-10.49,152.6,6,738,38
176.401,0,-10.49,152.6,6,739,38
176.409,0,-10.49,152.6,6,738,38
176.424,0,-10.49,152.6,6,737,38
176.436,0,-10.49,152.6,6,737,38
176.466,0,-10.5,152.6,6,735,38
176.477,0,-10.5,152.4,6,736,38
176.489,0,-10.49,150,6,736,37
176.501,0,-10.49,150,6,734,37
176.525,0,-10.49,150.3,6,734,37
176.537,0,-10.47,150.3,6,732,37
176.563,0,-10.47,150.3,6,732,37
176.581,0,-10.47,150,6,732,37
176.593,0,-10.47,150.3,6,731,37
176.609,0,-10.47,150.3,6,731,37
176.631,0,-10.47,150.7,6,727,37
176.648,0,-10.32,150.5,6,727,37
176.66,0,-10.32,150.7,6,725,37
176.672,0,-10.32,150.7,6,725,37
176.689,0,-10.3,150.7,6,725,37
176.7,0,-10.3,150.7,6,724,37
176.727,0,-10.3,150.7,6,723,37
176.739,0,-10.29,150.3,6,723,37
176.751,0,-10.29,150,6,723,37
176.772,0,-10.29,150,6,723,37
176.78,0,-10.28,149.8,6,723,37
176.795,0,-10.28,149.5,6,724,37
176.82,0,-10.28,149.5,6,724,37
176.833,0,-10.28,149.5,6,723,37
176.855,0,-10.28,149.5,6,723,37
176.876,0,-10.26,149.3,6,725,37
176.88,0,-10.26,148.8,6,726,37
176.893,0,-10.25,149.1,6,726,37
176.929,0,-10.25,148.6,6,729,37
176.946,0,-10.26,148.6,6,729,37
176.957,0,-10.26,148.4,6,728,37
176.969,0,-10.26,148.4,6,728,37
176.981,0,-10.25,148.4,6,729,37
177.004,0,-10.25,148.4,6,729,37
177.016,0,-10.25,146,6,729,37
177.042,0,-10.25,146.2,6,726,37
177.066,0,-10.25,146.4,6,724,37
177.07,0,-10.25,146.4,6,723,37
177.082,0,-10.25,146.4,6,723,37
177.105,0,-10.25,146.7,6,723,37
177.128,0,-10.26,146.4,6,722,37
177.155,0,-10.26,146.4,6,722,37
177.16,0,-10.26,146,6,724,37
177.185,0,-10.26,146,6,724,37
177.203,0,-10.25,145.7,6,727,37
177.215,0,-10.25,145.3,6,729,37
177.227,0,-10.25,145.5,6,729,37
177.239,0,-10.25,145,6,730,37
177.261,0,-10.25,145.3,6,730,37
177.286,0,-10.26,145.3,6,733,37
177.29,0,-10.26,144.5,6,735,37
177.304,0,-10.26,144.8,6,735,37
177.327,0,-10.26,144.8,6,736,37
177.345,0,-10.26,144.8,6,735,37
177.37,0,-10.26,144.8,6,736,37
177.388,0,-10.26,144.8,6,738,37
177.4,0,-10.26,144.5,6,740,37
177.426,0,-10.26,144.8,6,741,37
177.43,0,-10.26,144.8,6,741,37
177.442,0,-10.28,144.5,6,740,37
177.458,0,-10.28,144.8,6,741,37
177.48,0,-10.29,142.4,6,742,36
177.493,0,-10.29,142.9,6,742,36
177.505,0,-10.29,143.1,6,742,36
177.528,0,-10.3,143.4,6,740,36
177.54,0,-10.3,143.6,6,740,36
177.559,0,-10.32,143.8,6,741,36
177.571,0,-10.32,143.6,6,741,36
177.583,0,-10.32,143.8,6,742,36
177.598,0,-10.34,143.8,6,742,36
177.62,0,-10.34,144.1,6,742,36
177.642,0,-10.35,144.1,6,742,36
177.648,0,-10.35,144.1,6,741,36
177.66,0,-10.35,144.3,6,740,36
177.687,0,-10.35,144.5,6,740,36
177.709,0,-10.35,144.5,6,742,36
177.721,0,-10.35,144.8,6,742,36
177.744,0,-10.36,144.8,6,739,36
177.755,0,-10.36,145,6,739,36
177.767,0,-10.38,145.3,6,738,36
177.779,0,-10.38,145.3,6,738,36
177.802,0,-10.37,145.5,6,738,36
177.826,0,-10.37,145.7,6,737,36
177.838,0,-10.37,145.5,6,737,36
177.85,0,-10.36,145.5,6,736,36
177.864,0,-10.36,145.5,6,736,36
177.886,0,-10.35,145.5,6,736,36
177.91,0,-10.35,145.7,6,734,36
177.923,0,-10.35,145.5,6,734,36
177.936,0,-10.35,145.3,6,736,36
177.958,0,-10.35,142.6,6,736,35
177.97,0,-10.35,142.2,6,737,35
177.985,0,-10.35,142.2,6,738,35
178.007,0,-10.34,142.2,6,738,35
178.025,0,-10.34,142.2,6,738,35
178.039,0,-10.34,142.2,6,740,35
178.066,0,-10.34,142.2,6,740,35
178.078,0,-10.34,141.9,6,740,35
178.101,0,-10.34,141.9,6,741,35
178.119,0,-10.34,142.2,6,742,35
178.131,0,-10.35,142.2,6,741,35
178.143,0,-10.35,142.4,6,741,35
178.161,0,-10.35,142.4,6,741,35
178.183,0,-10.34,142.9,6,738,35
178.208,0,-10.34,143.4,6,738,35
178.223,0,-10.34,143.4,6,737,35
178.235,0,-10.34,143.6,6,736,35
178.257,0,-10.36,143.6,6,735,35
178.275,0,-10.36,143.6,6,736,35
178.291,0,-10.36,143.8,6,736,35
178.319,0,-10.36,144.1,6,735,35
178.333,0,-10.35,144.1,6,735,35
178.349,0,-10.35,144.1,6,735,35
178.361,0,-10.35,144.3,6,735,35
178.386,0,-10.35,144.1,6,736,35
178.391,0,-10.35,144.1,6,736,35
178.405,0,-10.36,144.3,6,736,35
178.434,0,-10.36,144.3,6,733,35
178.446,0,-10.36,142.2,6,732,35
178.458,0,-10.35,142.6,6,729,35
178.48,0,-10.35,142.6,6,729,35
178.503,0,-10.34,142.9,6,726,35
178.515,0,-10.34,143.4,6,724,35
178.535,0,-10.34,143.1,6,724,35
178.551,0,-10.34,142.9,6,724,35
178.579,0,-10.34,142.6,6,724,35
178.593,0,-10.34,142.4,6,726,35
178.605,0,-10.34,142.2,6,728,35
178.627,0,-10.33,141.7,6,728,35
178.639,0,-10.33,141.7,6,727,35
178.651,0,-10.32,141.7,6,727,35
178.673,0,-10.32,141.7,6,726,35
178.686,0,-10.32,141.4,6,726,35
178.715,0,-10.32,141.2,6,727,35
178.727,0,-10.32,141.2,6,726,35
178.739,0,-10.33,141,6,726,35
178.756,0,-10.33,141,6,725,35
178.778,0,-10.31,141,6,725,35
178.802,0,-10.31,141,6,727,35
178.828,0,-10.31,140.7,6,727,35
178.829,0,-10.29,141,6,725,35
178.841,0,-10.29,140.7,6,725,35
178.87,0,-10.29,140.5,6,727,35
178.882,0,-10.29,140.5,6,727,35
178.906,0,-10.29,140.7,6,727,35
178.91,0,-10.29,141,6,724,35
178.924,0,-10.29,138.8,6,723,34
178.959,0,-10.3,138.8,6,723,34
178.971,0,-10.3,138.8,6,723,34
178.984,0,-10.29,138.8,6,723,34
179.006,0,-10.29,139.1,6,722,34
179.018,0,-10.29,139.1,6,722,34
179.041,0,-10.29,138.8,6,722,34
179.053,0,-10.29,139.1,6,721,34
179.075,0,-10.3,138.8,6,721,34
179.098,0,-10.3,138.8,6,720,34
179.11,0,-10.3,139.1,6,720,34
179.136,0,-10.29,138.8,6,719,34
179.14,0,-10.29,138.8,6,719,34
179.154,0,-10.28,138.8,6,719,34
179.166,0,-10.28,138.8,6,720,34
179.192,0,-10.28,138.6,6,720,34
179.216,0,-10.27,138.6,6,720,34
179.22,0,-10.27,138.6,6,720,34
179.234,0,-10.28,138.4,6,720,34
179.265,0,-10.28,138.6,6,719,34
179.286,0,-10.28,138.4,6,719,34
179.298,0,-10.28,138.4,6,720,34
179.31,0,-10.28,138.4,6,720,34
179.333,0,-10.26,138.4,6,719,34
179.345,0,-10.26,138.1,6,718,34
179.361,0,-10.26,138.1,6,718,34
179.383,0,-10.26,138.1,6,716,34
179.406,0,-10.26,138.4,6,716,34
179.418,0,-10.26,138.6,6,712,34
179.433,0,-10.26,138.6,6,711,34
179.455,0,-10.26,136,6,711,34
179.478,0,-10.26,136,6,711,34
179.49,0,-10.25,136,6,711,34
179.513,0,-10.25,136,6,710,34
179.532,0,-10.25,135.7,6,710,34
179.54,0,-10.25,136,6,708,34
179.56,0,-10.25,136.2,6,705,34
179.583,0,-10.25,136.2,6,703,34
179.598,0,-10.25,136.2,6,704,34
179.61,0,-10.25,136.2,6,704,34
179.622,0,-10.24,136,6,704,34
179.644,0,-10.24,135.7,6,704,34
179.668,0,-10.22,135.7,6,704,34
179.68,0,-10.22,135.7,6,703,34
179.691,0,-10.22,135.7,6,703,34
179.708,0,-10.21,135.3,6,704,34
179.736,0,-10.21,135,6,704,34
179.758,0,-10.2,134.5,6,705,34
179.77,0,-10.2,134.3,6,705,34
179.792,0,-10.18,134.1,6,705,34
179.804,0,-10.18,133.6,6,709,34
179.822,0,-10.18,133.3,6,709,34
179.829,0,-10.16,133.1,6,711,34
179.841,0,-10.16,132.9,6,713,34
179.868,0,-10.16,132.9,6,713,34
179.88,0,-10.15,132.4,6,715,34
179.91,0,-10.15,132.4,6,716,34
179.914,0,-10.16,132.4,6,716,34
179.93,0,-10.16,133.1,6,711,34
179.948,0,-10.16,133.1,6,711,34
179.97,0,-10.16,130.5,6,711,33
179.997,0,-10.16,130.5,6,711,33
180.009,0,-10.15,131,6,709,33
180.021,0,-10.15,131,6,708,33
180.043,0,-10.15,131,6,708,33
180.061,0,-10.15,131,6,706,33
180.088,0,-10.16,130.7,6,707,33
180.1,0,-10.16,130.7,6,707,33
180.112,0,-10.16,130.7,6,708,33
180.131,0,-10.16,130.5,6,708,33
180.147,0,-10.16,130,6,712,33
180.176,0,-10.15,130,6,712,33
180.188,0,-10.15,130,6,713,33
180.201,0,-10.15,130,6,713,33
180.223,0,-10.15,129.8,6,714,33
180.239,0,-10.15,129.8,6,714,33
180.261,0,-10.16,130,6,712,33
180.274,0,-10.16,130,6,711,33
180.296,0,-10.16,130,6,711,33
180.314,0,-10.16,130.3,6,709,33
180.326,0,-10.16,130.5,6,708,33
180.338,0,-10.15,130.5,6,708,33
180.35,0,-10.15,130.7,6,706,33
180.362,0,-10.15,130.7,6,706,33
180.38,0,-10.15,130.3,6,709,33
180.407,0,-10.15,130.3,6,710,33
180.419,0,-10.17,130.3,6,710,33
180.431,0,-10.17,129.8,6,713,33
180.443,0,-10.17,129.5,6,713,33
180.465,0,-10.17,129.3,6,715,33
180.477,0,-10.17,129.1,6,716,33
180.507,0,-10.16,129.1,6,716,33
180.519,0,-10.16,129.5,6,714,33
180.53,0,-10.16,127.4,6,713,32
180.559,0,-10.16,127.4,6,713,32
180.563,0,-10.16,127.6,6,710,32
180.576,0,-10.16,127.6,6,710,32
180.605,0,-10.17,127.9,6,709,32
180.623,0,-10.17,127.9,6,709,32
180.635,0,-10.17,127.9,6,709,32
180.657,0,-10.17,127.6,6,709,32
180.68,0,-10.15,127.6,6,707,32
180.706,0,-10.15,128.3,6,707,32
180.71,0,-10.15,128.3,6,707,32
180.721,0,-10.15,127.9,6,708,32
180.736,0,-10.15,128.1,6,708,32
180.76,0,-10.16,127.9,6,708,32
180.774,0,-10.16,129.1,6,701,32
180.796,0,-10.16,129.1,6,701,32
180.808,0,-10.15,128.8,6,702,32
180.826,0,-10.15,128.8,6,703,32
180.837,0,-10.15,128.6,6,703,32
180.859,0,-10.13,129.1,6,700,32
180.871,0,-10.13,129.1,6,699,32
180.899,0,-10.13,129.1,6,699,32
180.904,0,-10.13,128.3,6,703,32
180.916,0,-10.13,128.1,6,704,32
180.945,0,-10.13,128.1,6,703,32
180.965,0,-10.13,127.6,6,704,32
180.977,0,-10.11,127.4,6,706,32
180.989,0,-10.11,127.2,6,706,32
181.006,0,-10.11,124.8,6,706,32
181.028,0,-10.09,124.5,6,707,32
181.04,0,-10.09,124.3,6,708,32
181.062,0,-10.09,124.3,6,708,32
181.075,0,-10.09,124.1,6,709,32
181.087,0,-10.09,124.3,6,709,32
181.114,0,-10.09,123.8,6,714,32
181.126,0,-10.09,123.6,6,714,32
181.138,0,-10.09,123.6,6,717,32
181.161,0,-10.09,122.9,6,719,32
181.173,0,-10.09,122.9,6,719,32
181.196,0,-10.09,122.9,6,721,32
181.208,0,-10.09,122.9,6,722,32
181.23,0,-10.1,122.6,6,724,32
181.243,0,-10.1,122.4,6,725,32
181.26,0,-10.1,122.6,6,725,32
181.271,0,-10.11,122.6,6,725,32
181.299,0,-10.11,123.1,6,724,32
181.301,0,-10.11,123.1,6,724,32
181.323,0,-10.13,123.3,6,721,32
181.346,0,-10.13,123.6,6,721,32
181.365,0,-10.13,121.2,6,722,31
181.377,0,-10.14,121.4,6,722,31
181.399,0,-10.14,121.2,6,723,31
181.423,0,-10.14,121.7,6,723,31
181.435,0,-10.16,121.4,6,722,31
181.457,0,-10.16,121.4,6,723,31
181.469,0,-10.17,121.7,6,722,31
181.481,0,-10.17,121.7,6,722,31
181.499,0,-10.17,121.9,6,721,31
181.527,0,-10.17,121.9,6,720,31
181.538,0,-10.17,122.2,6,720,31
181.55,0,-10.18,122.2,6,720,31
181.573,0,-10.18,121.9,6,722,31
181.597,0,-10.18,122.2,6,722,31
181.615,0,-10.18,122.4,6,720,31
181.627,0,-10.18,122.4,6,720,31
181.639,0,-10.19,122.4,6,719,31
181.651,0,-10.19,122.6,6,719,31
181.673,0,-10.19,122.6,6,719,31
181.685,0,-10.18,120.5,6,716,30
181.704,0,-10.18,120.7,6,716,30
181.716,0,-10.18,120.5,6,716,30
181.74,0,-10.17,120.5,6,716,30
181.754,0,-10.17,120.3,6,715,30
181.78,0,-10.17,120.3,6,715,30
181.792,0,-10.17,120,6,716,30
181.817,0,-10.16,120,6,716,30
181.821,0,-10.16,119.5,6,720,30
181.834,0,-10.16,119.3,6,720,30
181.868,0,-10.15,119.3,6,719,30
181.88,0,-10.15,117.2,6,720,30
181.895,0,-10.15,116.9,6,722,30
181.913,0,-10.15,116.9,6,722,30
181.935,0,-10.16,117.2,6,721,30
181.947,0,-10.16,117.2,6,721,30
181.959,0,-10.16,116.9,6,722,30
181.97,0,-10.16,116.7,6,725,30
181.993,0,-10.16,116.9,6,725,30
182.015,0,-10.15,116.9,6,727,30
182.027,0,-10.15,116.9,6,727,30
182.055,0,-10.15,116.7,6,728,30
182.067,0,-10.17,116.4,6,730,30
182.078,0,-10.17,114.1,6,731,29
182.09,0,-10.19,114.3,6,731,29
182.113,0,-10.19,114.3,6,729,29
182.125,0,-10.19,114.5,6,729,29
182.147,0,-10.19,114.5,6,728,29
182.159,0,-10.19,114.8,6,727,29
182.171,0,-10.19,114.8,6,727,29
182.205,0,-10.19,115,6,728,29
182.21,0,-10.19,115,6,728,29
182.234,0,-10.19,115,6,728,29
182.255,0,-10.21,112.6,6,727,29
182.267,0,-10.21,112.6,6,727,29
182.289,0,-10.21,112.9,6,727,29
182.303,0,-10.21,112.9,6,728,29
182.639,0,-10.21,112.6,6,727,29
182.641,0,-10.2,113.3,6,724,29
182.645,0,-10.2,110.7,6,724,28
182.65,0,-10.2,111,6,724,28
182.652,0,-10.21,110.7,6,727,28
182.671,0,-10.23,110.7,6,727,28
182.674,0,-10.23,111,6,723,28
182.675,0,-10.22,111,6,723,28
182.677,0,-10.22,108.8,6,723,27
182.678,0,-10.22,108.8,6,723,27
182.68,0,-10.21,108.8,6,722,27
182.682,0,-10.21,109.1,6,721,27
182.686,0,-10.21,109.1,6,720,27
182.688,0,-10.21,109.1,6,720,27
182.692,0,-10.22,106.7,6,720,27
182.699,0,-10.22,106.9,6,720,27
182.701,0,-10.21,106.7,6,721,27
182.719,0,-10.21,106.4,6,721,27
182.724,0,-10.21,106.4,6,721,27
182.726,0,-10.2,106.7,6,717,27
182.729,0,-10.2,104.1,6,717,26
182.736,0,-10.2,104.1,6,717,26
182.766,0,-10.2,103.8,6,717,26
182.777,0,-10.2,103.6,6,720,26
182.799,0,-10.18,103.3,6,720,26
182.821,0,-10.18,103.8,6,715,26
182.848,0,-10.17,101.2,6,715,25
182.863,0,-10.17,101.7,6,712,25
182.875,0,-10.16,101.7,6,712,25
182.897,0,-10.16,101.7,6,713,25
182.916,0,-10.16,101.7,6,714,25
182.927,0,-10.17,101.4,6,714,25
182.939,0,-10.17,101.4,6,711,25
182.964,0,-10.17,98.8,6,711,25
182.976,0,-10.16,98.8,6,712,25
182.988,0,-10.16,98.8,6,712,25
183.011,0,-10.15,98.8,6,711,25
183.023,0,-10.15,98.8,6,711,25
183.036,0,-10.15,96.2,6,710,24
183.058,0,-10.14,96.2,6,711,24
183.07,0,-10.14,96,6,711,24
183.085,0,-10.15,96,6,711,24
183.102,0,-10.15,96.2,6,710,24
183.129,0,-10.15,96,6,710,24
183.141,0,-10.14,95.7,6,712,24
183.153,0,-10.14,93.1,6,712,24
183.177,0,-10.12,93.1,6,712,24
183.193,0,-10.12,92.6,6,715,24
183.21,0,-10.12,92.6,6,717,24
183.224,0,-10.12,92.2,6,720,24
183.245,0,-10.12,92.2,6,721,24
183.249,0,-10.12,92.2,6,721,24
183.261,0,-10.13,91.9,6,724,24
183.283,0,-10.13,89.5,6,726,23
183.295,0,-10.14,89.5,6,726,23
183.308,0,-10.14,89.3,6,729,23
183.333,0,-10.14,89.3,6,729,23
183.351,0,-10.14,89.3,6,729,23
183.363,0,-10.14,89.5,6,728,23
183.388,0,-10.14,89.5,6,728,23
183.392,0,-10.16,89.5,6,731,23
183.404,0,-10.16,87.2,6,731,22
183.438,0,-10.18,87.2,6,731,22
183.45,0,-10.18,87.4,6,731,22
183.462,0,-10.18,87.4,6,731,22
183.481,0,-10.18,85,6,732,22
183.494,0,-10.18,85.5,6,732,22
183.521,0,-10.18,85.7,6,728,22
183.533,0,-10.18,86,6,728,22
183.555,0,-10.19,86,6,728,22
183.567,0,-10.19,86,6,727,22
183.578,0,-10.19,86.2,6,727,22
183.59,0,-10.21,84.1,6,726,21
183.613,0,-10.21,84.1,6,725,21
183.633,0,-10.21,84.1,6,725,21
183.648,0,-10.22,84.1,6,723,21
183.66,0,-10.22,84.3,6,722,21
183.69,0,-10.21,84.3,6,720,21
183.704,0,-10.21,84.8,6,719,21
183.716,0,-10.21,82.2,6,718,21
183.727,0,-10.21,82.2,6,718,21
183.739,0,-10.21,82.2,6,718,21
183.761,0,-10.22,82.2,6,717,21
183.785,0,-10.22,81.9,6,718,21
183.797,0,-10.21,81.9,6,719,21
183.815,0,-10.21,81.9,6,719,21
183.827,0,-10.21,81.7,6,720,21
183.839,0,-10.19,79.1,6,720,20
183.851,0,-10.19,79.1,6,721,20
183.877,0,-10.18,79.1,6,721,20
183.903,0,-10.18,78.6,6,727,20
183.925,0,-10.19,78.6,6,727,20
183.937,0,-10.19,78.3,6,729,20
183.949,0,-10.19,76,6,729,19
183.971,0,-10.18,75.5,6,732,19
183.984,0,-10.18,75.7,6,733,19
184.009,0,-10.18,75.7,6,733,19
184.021,0,-10.18,76,6,731,19
184.044,0,-10.18,73.6,6,731,19
184.056,0,-10.18,73.6,6,731,19
184.08,0,-10.18,73.6,6,731,19
184.098,0,-10.2,73.6,6,730,19
184.11,0,-10.2,73.8,6,730,19
184.139,0,-10.21,73.8,6,730,19
184.141,0,-10.21,73.8,6,729,19
184.153,0,-10.21,71.4,6,728,18
184.175,0,-10.21,71.7,6,725,18
184.187,0,-10.21,71.9,6,724,18
184.209,0,-10.22,71.9,6,724,18
184.223,0,-10.22,71.9,6,724,18
184.245,0,-10.22,69.3,6,724,17
184.257,0,-10.23,69.5,6,722,17
184.269,0,-10.23,69.3,6,723,17
184.296,0,-10.23,69.5,6,723,17
184.318,0,-10.23,69.5,6,722,17
184.329,0,-10.23,69.5,0,722,17
184.341,0,-10.23,69.5,5,720,17
184.356,0,-10.23,67.2,5,720,17
184.373,0,-10.21,66.9,5,721,17
184.385,0,-10.21,67.2,5,720,17
184.408,0,-10.21,66.9,5,720,17
184.426,0,-10.22,67.2,5,717,17
184.438,0,-10.22,64.5,5,716,16
184.45,0,-10.22,64.5,5,716,16
184.462,0,-10.21,64.5,5,716,16
184.483,0,-10.21,64.5,5,715,16
184.495,0,-10.2,64.8,5,715,16
184.528,0,-10.2,64.8,5,714,16
184.539,0,-10.2,64.5,5,714,16
184.557,0,-10.2,61.9,5,714,16
184.569,0,-10.2,62.2,5,714,16
184.581,0,-10.19,61.9,5,714,16
184.593,0,-10.19,61.9,5,715,16
184.615,0,-10.19,61.9,5,715,16
184.627,0,-10.18,61.9,5,717,16
184.649,0,-10.18,59.3,5,717,15
184.661,0,-10.18,59.1,5,717,15
184.689,0,-10.17,59.3,5,717,15
184.701,0,-10.17,59.3,5,717,15
184.721,0,-10.16,59.1,5,718,15
184.729,0,-10.16,59.1,5,718,15
184.757,0,-10.16,59.1,5,718,15
184.779,0,-10.16,56.7,5,719,14
184.791,0,-10.16,56.7,5,719,14
184.803,0,-10.16,56.4,5,720,14
184.825,0,-10.15,54.1,4,720,14
184.853,0,-10.15,53.8,4,721,14
184.886,0,-10.15,53.8,4,721,14
184.89,0,-10.15,54.1,4,721,14
184.904,0,-10.15,54.1,4,720,14
184.935,0,-10.16,54.1,4,720,14
184.956,0,-10.16,54.1,4,720,14
184.968,0,-10.16,51.7,4,720,13
184.98,0,-10.16,51.9,4,718,13
184.991,0,-10.16,51.9,4,718,13
185.01,0,-10.15,51.9,4,717,13
185.022,0,-10.15,51.9,4,717,13
185.036,0,-10.16,49.5,4,717,12
185.062,0,-10.16,49.5,4,716,12
185.085,0,-10.16,49.5,4,716,12
185.089,0,-10.18,49.5,4,715,12
185.111,0,-10.18,49.5,4,715,12
185.123,0,-10.18,49.5,4,714,12
185.135,0,-10.18,49.5,4,714,12
185.162,0,-10.18,47.1,4,713,12
185.175,0,-10.16,47.1,4,713,12
185.187,0,-10.16,47.1,4,713,12
185.199,0,-10.16,47.1,4,713,12
185.22,0,-10.16,46.9,4,714,12
185.243,0,-10.16,46.9,4,715,12
185.255,0,-10.17,46.9,4,715,12
185.274,0,-10.17,46.9,4,713,12
185.286,0,-10.16,44.5,4,714,11
185.309,0,-10.16,44.5,4,714,11
185.335,0,-10.15,44.3,3,714,11
185.347,0,-10.15,44.3,3,714,11
185.359,0,-10.15,41.9,3,715,11
185.371,0,-10.14,41.9,3,715,11
185.389,0,-10.14,41.9,3,716,11
185.411,0,-10.14,41.7,3,716,11
185.434,0,-10.15,39.3,3,716,10
185.445,0,-10.15,39.3,3,716,10
185.472,0,-10.15,39.3,3,717,10
185.489,0,-10.15,39.3,3,717,10
185.501,0,-10.15,39.3,3,717,10
185.521,0,-10.14,39.3,3,716,10
185.543,0,-10.14,39.5,3,714,10
185.558,0,-10.14,39.5,3,714,10
185.57,0,-10.14,36.9,3,714,9
185.581,0,-10.15,37.1,3,714,9
185.594,0,-10.15,37.1,3,712,9
185.62,0,-10.15,37.1,3,712,9
185.638,0,-10.15,37.1,3,707,9
185.65,0,-10.15,37.4,3,705,9
185.661,0,-10.15,37.4,3,705,9
185.679,0,-10.14,35,3,703,9
185.691,0,-10.14,35,3,702,9
185.713,0,-10.14,35,3,703,9
185.726,0,-10.14,35,3,703,9
185.755,0,-10.14,35,3,703,9
185.759,0,-10.13,32.4,3,703,8
185.773,0,-10.13,32.4,3,702,8
185.8,0,-10.13,32.4,3,702,8
185.813,0,-10.11,32.4,3,702,8
185.836,0,-10.11,32.4,2,702,8
185.84,0,-10.11,29.8,2,702,7
185.854,0,-10.09,29.8,2,701,7
185.889,0,-10.09,29.8,2,702,7
185.9,0,-10.08,29.8,2,705,7
185.925,0,-10.08,29.8,2,706,7
185.929,0,-10.09,29.5,2,706,7
185.941,0,-10.09,29.5,2,708,7
185.979,0,-10.09,27.1,2,708,7
185.993,0,-10.08,26.9,2,714,7
186.011,0,-10.08,26.9,2,714,7
186.018,0,-10.07,26.9,2,714,7
186.032,0,-10.07,26.9,2,715,7
186.06,0,-10.07,26.7,2,717,7
186.073,0,-10.07,24.3,2,718,6
186.091,0,-10.07,24.3,2,718,6
186.103,0,-10.08,24.3,2,719,6
186.115,0,-10.08,24.3,2,720,6
186.126,0,-10.08,24.3,2,720,6
186.151,0,-10.09,24.3,2,721,6
186.163,0,-10.09,24.3,2,721,6
186.185,0,-10.09,24.3,2,721,6
186.204,0,-10.09,24.3,2,724,6
186.216,0,-10.09,24.3,2,724,6
186.228,0,-10.1,24.3,2,724,6
186.251,0,-10.1,24.3,2,724,6
186.271,0,-10.12,24.3,2,724,6
186.276,0,-10.12,21.9,2,725,6
186.291,0,-10.12,21.9,2,725,6
186.32,0,-10.12,21.9,2,727,6
186.322,0,-10.12,21.9,2,726,6
186.334,0,-10.12,21.9,2,726,6
186.363,0,-10.12,22.1,2,723,6
186.385,0,-10.12,22.1,2,722,6
186.397,0,-10.12,22.1,2,722,6
186.409,0,-10.12,22.1,2,721,6
186.431,0,-10.14,22.1,2,721,6
186.443,0,-10.14,22.1,2,720,6
186.455,0,-10.14,22.1,2,720,6
186.486,0,-10.15,22.4,2,720,6
186.491,0,-10.15,22.4,2,719,6
186.505,0,-10.15,22.4,2,719,6
186.525,0,-10.15,22.4,2,714,6
186.537,0,-10.15,22.4,2,714,6
186.564,0,-10.14,22.4,2,713,6
186.586,0,-10.14,22.4,2,712,6
186.597,0,-10.13,22.4,2,712,6
186.609,0,-10.13,22.4,2,714,6
186.632,0,-10.13,22.4,2,714,6
186.656,0,-10.11,19.8,2,713,5
186.658,0,-10.11,19.8,2,714,5
186.673,0,-10.08,19.8,2,714,5
186.685,0,-10.08,19.8,2,717,5
186.702,0,-10.08,19.8,2,718,5
186.716,0,-10.09,19.8,2,720,5
